#,Element,Alpha_P_H,Alpha_PP_H,Beta_x,Alpha_x,Mu_x,Beta_y,Alpha_y,Mu_y,Semi_Ap_H,Semi_Ap_V,Dist_Datum_D,Ap_H,Ap_V,Ratio_Ap_Beta_x,Ratio_Ap_Beta_y
2,BF5,1.405681,0.156852,9.786619,0.757124,0.004144,6.952553,-1.292784,0.00625,86.730541,59.677213,130.950256,0.173461082,0.119354426,0.0177243113275381,0.01716699261408
3,BF5,1.421403,0.157587,9.636919,0.739882,0.005783,7.215099,-1.332687,0.008497,86.266733,60.700022,131.05025600000002,0.172533466,0.121400044,0.0179033844738136,0.0168258320502601
4,BF6,1.426133,0.15774,9.592682,0.734687,0.00628,7.295419,-1.344656,0.009155,86.129351,61.009197,131.080256,0.172258702,0.122018394,0.0179573034944763,0.0167253442194341
5,L1,1.441285,0.157923,9.453217,0.718076,0.007884,7.557273,-1.382998,0.011213,85.695154,62.005501,131.176256,0.171390308,0.124011002,0.0181303685295704,0.0164094908308856
6,L2,1.447445,0.157998,9.39747,0.711337,0.008543,7.665754,-1.398593,0.012029,85.521137,62.41319,131.215256,0.171042274,0.12482638,0.0182008853446725,0.0162836402002986
7,L3,1.468951,0.158261,9.207178,0.687881,0.01087,8.053577,-1.453063,0.014784,84.925238,63.847583,131.351256,0.169850476,0.127695166,0.018447615110732,0.0158557080909513
8,L4,1.496677,0.158605,8.971688,0.657797,0.013935,8.574443,-1.523352,0.018135,84.18402,65.720758,131.52625600000002,0.16836804,0.131441516,0.0187665955392117,0.0153294524204079
9,L4,1.524463,0.158956,8.746708,0.627818,0.017079,9.119949,-1.593863,0.021285,83.472482,67.622504,131.701256,0.166944964,0.135245008,0.0190866053834196,0.0148295794197971
10,L5,1.529869,0.159025,8.704214,0.622006,0.017699,9.228798,-1.607588,0.021875,83.337769,67.995105,131.735256,0.1666755379999999,0.13599021,0.019148832737798,0.0147354194988339
11,L6,1.552312,0.159314,8.532203,0.597943,0.020303,9.690173,-1.664597,0.024248,82.791624,69.550556,131.876256,0.165583248,0.139101112,0.0194068575255417,0.0143548636334975
12,L4,1.580223,0.159677,8.328136,0.568167,0.023608,10.285193,-1.735553,0.027038,82.142458,71.502879,132.051256,0.164284916,0.1430057579999999,0.0197264929391162,0.0139040422479189
13,L4,1.608199,0.160046,8.134475,0.538486,0.026992,10.905086,-1.806732,0.029668,81.52601,73.477639,132.226256,0.16305202,0.146955278,0.0200445658754867,0.0134758476916183
14,L4,1.63624,0.160421,7.951185,0.508897,0.030455,11.549931,-1.878131,0.03215,80.943313,75.473188,132.40125600000002,0.161886626,0.150946376,0.020360062808248,0.0130690283777452
15,L4,1.664347,0.160802,7.778237,0.479395,0.033997,12.219804,-1.94975,0.034495,80.3954,77.488038,132.576256,0.1607907999999999,0.154976076,0.0206718823301475,0.0126823700281935
16,L7,1.676413,0.160966,7.707274,0.466778,0.035539,12.514573,-1.980511,0.03546,80.171484,78.357115,132.65125600000002,0.160342968,0.1567142299999999,0.0208041089495455,0.0125225391229888
17,L4,1.704616,0.161354,7.549046,0.437395,0.039191,13.220333,-2.052441,0.037625,79.675052,80.397237,132.826256,0.159350104,0.160794474,0.0211086412773216,0.0121626644351545
18,L4,1.732887,0.161746,7.401089,0.40809,0.042917,13.951307,-2.124587,0.039676,79.215894,82.453612,133.001256,0.158431788,0.164907224,0.021406550846774,0.0118201989247315
19,L8,1.751341,0.162004,7.310216,0.38904,0.045384,14.441082,-2.171699,0.040955,78.937312,83.801429,133.11525600000002,0.157874624,0.167602858,0.0215964376428822,0.0116059764773858
20,L9,1.761227,0.162142,7.263375,0.378859,0.046716,14.707569,-2.196946,0.041621,78.795012,84.525182,133.176256,0.157590024,0.169050364,0.0216965286798492,0.0114941064699407
21,L4,1.789637,0.162543,7.135879,0.349698,0.050585,15.489194,-2.269516,0.043466,78.41338,86.610987,133.351256,0.15682676,0.173221974,0.0219772168222022,0.0111834078648637
22,L4,1.818118,0.162947,7.018579,0.320603,0.054521,16.296255,-2.342296,0.045219,78.071944,88.710152,133.52625600000002,0.156143888,0.177420304,0.0222472224078406,0.0108871826072922
23,L10,1.834979,0.163187,6.954053,0.303441,0.056877,16.785097,-2.385395,0.046214,77.889465,89.95641,133.629656,0.15577893,0.17991282,0.0224011709430457,0.0107186047241788
24,DQD5,1.843793,0.171028,6.924036,0.265645,0.058087,17.034165,-2.335935,0.046711,77.809955,90.584409,133.68240600000001,0.15561991,0.1811688179999999,0.022475317863743,0.0106356148364184
25,DQD4,1.853432,0.194419,6.901051,0.170183,0.059302,17.270296,-2.13949,0.0472,77.766208,91.175561,133.73515600000002,0.155532416,0.182351122,0.0225374969696644,0.0105586564353037
26,DQD3,1.864718,0.233541,6.891163,0.017346,0.060519,17.477691,-1.790726,0.047683,77.790175,91.691448,133.787906,0.15558035,0.183382896,0.0225767914646627,0.0104923983379726
27,DQD2,1.878488,0.288628,6.900441,-0.19333,0.061737,17.640075,-1.286057,0.048161,77.913851,92.093239,133.840656,0.1558277019999999,0.184186478,0.0225822816251888,0.0104413659238977
28,DQD1,1.899752,0.36678,6.944761,-0.490187,0.06323,17.760182,-0.562941,0.048745,78.237152,92.389235,133.90555600000002,0.1564743039999999,0.18477847,0.0225312727104647,0.0104040865121765
29,DQD1,1.926118,0.445916,7.027921,-0.792308,0.064709,17.785954,0.166202,0.049326,78.760906,92.452616,133.970456,0.157521812,0.184905232,0.0224137140983798,0.0103961379861884
30,DQD1,1.957657,0.526247,7.150813,-1.102941,0.066167,17.717113,0.893571,0.049907,79.486422,92.283209,134.035356,0.158972844,0.184566418,0.022231436341574,0.0104174093149374
31,DQD1,1.994455,0.60799,7.314757,-1.425423,0.067596,17.554396,1.611385,0.050493,80.415509,91.881473,134.100256,0.160831018,0.183762946,0.0219871990279376,0.0104682010135808
32,DQD1,2.03661,0.691363,7.521515,-1.76322,0.068989,17.299544,2.311964,0.051085,81.550485,91.2485,134.165156,0.1631009699999999,0.182497,0.0216845901390876,0.0105492375984014
33,DQD1,2.084234,0.77659,7.773308,-2.11996,0.07034,16.955281,2.987814,0.051688,82.894189,90.38601,134.23005600000002,0.165788378,0.18077202,0.0213279054425734,0.0106616941352962
34,DQD1,2.137456,0.863899,8.072842,-2.499477,0.071645,16.52529,3.631704,0.052305,84.449995,89.296351,134.294956,0.16889999,0.178592702,0.0209219987211443,0.0108072355765012
35,DQD1,2.196418,0.953524,8.423334,-2.905847,0.072898,16.014172,4.236746,0.052939,86.221823,87.982492,134.359856,0.172443646,0.175964984,0.0204721368047378,0.0109880788091947
36,DQD2,2.248435,1.018916,8.746422,-3.222211,0.073876,15.546197,4.630233,0.053471,87.815189,86.761023,134.412606,0.175630378,0.1735220459999999,0.0200802543028452,0.0111617037916089
37,DQD3,2.30344,1.066786,9.099948,-3.482179,0.074818,15.044932,4.868931,0.05402,89.520369,85.432088,134.465356,0.179040738,0.1708641759999999,0.0196749188017338,0.0113569257740746
38,DQD4,2.360487,1.096264,9.477565,-3.678034,0.075722,14.526114,4.964312,0.054588,91.302321,84.033088,134.51810600000002,0.182604642,0.168066176,0.0192670419036957,0.0115699337069776
39,DQD5,2.418582,1.106417,9.872046,-3.800829,0.07659,14.004198,4.9291,0.055177,93.124538,82.600292,134.570856,0.186249076,0.1652005839999999,0.0188663095775688,0.0117965044481661
40,L11,2.526635,1.106652,10.629365,-3.954626,0.078107,13.058918,4.751223,0.056326,96.521654,79.935536,134.668506,0.193043308,0.159871072,0.0181613208314889,0.012242290823788
41,TQ1,2.696573,1.107528,11.880911,-4.198895,0.080281,11.64281,4.47421,0.058307,101.877453,75.755978,134.82200600000002,0.203754906,0.151511956,0.0171497712591231,0.0130133495264459
42,TQ1,2.866648,1.108436,13.207563,-4.443913,0.082231,10.311765,4.197075,0.060537,107.251552,71.588731,134.975506,0.214503104,0.143177462,0.0162409298369426,0.0138848647152063
43,L11,2.974898,1.108671,14.090547,-4.598446,0.083371,9.509415,4.01955,0.062106,110.678372,68.945666,135.073156,0.221356744,0.137891332,0.0157095919697084,0.0145005062877159
44,DQF5,3.033052,1.096187,14.576897,-4.620775,0.083956,9.092451,3.885561,0.063009,112.519925,67.528025,135.12590600000001,0.22503985,0.13505605,0.0154381175911443,0.0148536461730725
45,DQF4,3.089866,1.057756,15.05879,-4.512613,0.084523,8.693346,3.682094,0.063954,114.31539,66.140321,135.17865600000002,0.22863078,0.132280642,0.0151825465392637,0.015216309347402
46,DQF3,3.143945,0.992455,15.521831,-4.262195,0.085072,8.318922,3.418622,0.064941,116.01578,64.809167,135.231406,0.23203156,0.129618334,0.0149487235107765,0.0155811454897641
47,DQF2,3.19385,0.899452,15.950449,-3.859056,0.085605,7.975064,3.103378,0.065972,117.570658,63.560035,135.284156,0.235141316,0.12712007,0.0147419872631798,0.0159396927723714
48,DQF1,3.246482,0.770369,16.399764,-3.264093,0.086225,7.608753,2.713686,0.06726,119.184535,62.199334,135.347181,0.23836907,0.124398668,0.014534908551123,0.0163494159949731
49,DQF1,3.290915,0.639339,16.771941,-2.636167,0.08683,7.289788,2.351516,0.068608,120.512962,60.987578,135.41020600000002,0.241025924,0.121975156,0.0143707829642377,0.0167323324080206
50,DQF1,3.327037,0.506692,17.063222,-1.98162,0.087423,7.014934,2.013196,0.070011,121.552531,59.92196,135.473231,0.243105062,0.1198439199999999,0.0142473128463076,0.0170841122667725
51,DQF1,3.354756,0.372765,17.270666,-1.307063,0.088007,6.781404,1.695295,0.071466,122.300582,59.000033,135.536256,0.244601164,0.118000066,0.0141628101660931,0.0174005362311403
52,DQF1,3.374004,0.237896,17.392178,-0.619307,0.088585,6.586828,1.394587,0.072968,122.755199,58.219697,135.59928100000002,0.245510398,0.116439394,0.0141161387607693,0.0176776126536171
53,DQF1,3.38473,0.102426,17.426531,0.074701,0.089161,6.429234,1.108024,0.07451,122.915221,57.579185,135.662306,0.245830442,0.11515837,0.0141066768825074,0.0179116781252634
54,DQF1,3.386909,-0.033302,17.373378,0.767953,0.089737,6.307023,0.832697,0.076086,122.780238,57.077059,135.725331,0.245560476,0.114154118,0.0141342965081402,0.0180995246093125
55,DQF1,3.380534,-0.168946,17.233256,1.453447,0.090317,6.218957,0.565815,0.077688,122.350601,56.712197,135.788356,0.244701202,0.113424394,0.0141993597727556,0.0182384914383553
56,DQF2,3.369009,-0.267996,17.053914,1.944644,0.090806,6.169466,0.372878,0.079044,121.778178,56.506023,135.841106,0.243556356,0.113012046,0.0142815517892256,0.0183179623649761
57,DQF3,3.353013,-0.338416,16.830845,2.28259,0.091302,6.137475,0.233818,0.080408,121.052523,56.372309,135.893856,0.242105046,0.112744618,0.0143846043380471,0.0183698700198371
58,DQF4,3.334053,-0.380394,16.580021,2.471317,0.091804,6.117382,0.147178,0.081779,120.225731,56.288148,135.946606,0.240451462,0.112576296,0.0145024823551188,0.0184026918704766
59,DQF5,3.313623,-0.394215,16.316892,2.516553,0.092315,6.103701,0.112192,0.083153,119.34931,56.230766,135.999356,0.23869862,0.112461532,0.0146289268814183,0.0184251377975428
60,L12,3.275514,-0.39397,15.834507,2.471917,0.093272,6.083654,0.095122,0.085678,117.722722,56.146564,136.096056,0.235445444,0.1122931279999999,0.0148691363741226,0.0184581713555701
61,TQ2,3.215406,-0.389207,15.089662,2.38085,0.094853,6.057359,0.076162,0.089703,115.16102,56.035914,136.249556,0.23032204,0.112071828,0.0152635652143831,0.0185017642177061
62,TQ2,3.156024,-0.384516,14.372453,2.291859,0.096512,6.036899,0.057121,0.093743,112.633387,55.949646,136.403056,0.225266774,0.111899292,0.0156735091775913,0.0185358893696912
63,L13,3.115972,-0.384237,13.899683,2.245289,0.097685,6.026919,0.038652,0.096493,110.932016,55.907516,136.507256,0.221864032,0.111815032,0.0159618051721035,0.0185526024159276
64,L14,3.077561,-0.383965,13.45509,2.200645,0.098849,6.020962,0.020917,0.099135,109.304731,55.882351,136.607256,0.218609462,0.111764702,0.0162473429757809,0.0185625988006567
65,L14,3.039179,-0.383689,13.019422,2.156047,0.100051,6.018553,0.003172,0.101779,107.683077,55.87217,136.707256,0.215366154,0.11174434,0.0165419136118331,0.0185666455043263
66,L14,3.000824,-0.38341,12.592669,2.111496,0.101294,6.019694,-0.014585,0.104423,106.067303,55.876992,136.807256,0.212134606,0.111753984,0.0168458812027855,0.0185647283732362
67,L15,2.977441,-0.383238,12.336722,2.084344,0.102073,6.022134,-0.025423,0.106036,105.084681,55.887304,136.868256,0.210169362,0.111774608,0.0170360783034585,0.0185606311649657
68,L16,2.897789,-0.382639,11.488872,1.991894,0.104854,6.040403,-0.06242,0.111526,101.752154,55.964433,137.076256,0.203504308,0.111928866,0.0177131669671313,0.0185300328471461
69,L14,2.85954,-0.382345,11.094931,1.947522,0.106264,6.054668,-0.080231,0.114158,100.16049,56.024575,137.176256,0.20032098,0.11204915,0.0180551803341544,0.0185062417955864
70,L14,2.821321,-0.382047,10.70986,1.9032,0.107724,6.072497,-0.098059,0.116783,98.576095,56.099644,137.27625600000002,0.19715219,0.112199288,0.0184084749940708,0.0184766312770512
71,L14,2.783131,-0.381744,10.333648,1.858927,0.109237,6.093893,-0.115906,0.119399,96.999322,56.189588,137.376256,0.193998644,0.112379176,0.0187734906395108,0.0184412781780054
72,L14,2.744972,-0.381438,9.966286,1.814705,0.110805,6.11886,-0.133772,0.122005,95.430545,56.294346,137.476256,0.1908610899999999,0.1125886919999999,0.0191506735809106,0.018400272599798
73,L14,2.706844,-0.381127,9.607763,1.770533,0.112432,6.147403,-0.15166,0.124601,93.870166,56.413844,137.576256,0.187740332,0.112827688,0.0195404832529695,0.0183537158699372
74,L14,2.668747,-0.380812,9.258069,1.726412,0.114119,6.179526,-0.16957,0.127183,92.318613,56.547997,137.676256,0.184637226,0.113095994,0.019943384090138,0.0183017263783662
75,L14,2.630681,-0.380493,8.917195,1.682343,0.115871,6.215232,-0.187503,0.129751,90.776343,56.696711,137.77625600000002,0.181552686,0.113393422,0.0203598425289566,0.0182444391456344
76,L14,2.592648,-0.380169,8.585129,1.638325,0.11769,6.254528,-0.205461,0.132304,89.243843,56.85988,137.876256,0.178487686,0.1137197599999999,0.0207903324457908,0.0181819891125277
77,L14,2.554648,-0.379841,8.261861,1.594359,0.11958,6.297419,-0.223445,0.13484,87.721636,57.03739,137.976256,0.175443272,0.11407478,0.0212353211945831,0.0181145291428123
78,L14,2.51668,-0.379508,7.947382,1.550445,0.121544,6.343908,-0.241457,0.137358,86.21028,57.229116,138.076256,0.17242056,0.114458232,0.0216952651829243,0.0180422275985086
79,L14,2.478746,-0.379171,7.64168,1.506583,0.123586,6.394003,-0.259497,0.139857,84.710372,57.434925,138.176256,0.169420744,0.11486985,0.0221706148386218,0.0179652480613474
80,L14,2.440846,-0.378829,7.344745,1.462774,0.125711,6.447709,-0.277568,0.142336,83.222551,57.654677,138.27625600000002,0.1664451019999999,0.115309354,0.0226617945211167,0.0178837714295108
81,L14,2.40298,-0.378483,7.056567,1.419018,0.127922,6.505032,-0.295669,0.144794,81.747503,57.888221,138.376256,0.163495006,0.115776442,0.0231691991303986,0.0177979819315262
82,L14,2.36515,-0.378132,6.777134,1.375314,0.130223,6.565979,-0.313804,0.147229,80.28596,58.135403,138.476256,0.16057192,0.1162708059999999,0.0236931894809811,0.0177080685149922
83,L14,2.327354,-0.377777,6.506437,1.331664,0.13262,6.630556,-0.331972,0.149641,78.838707,58.396059,138.576256,0.157677414,0.116792118,0.0242340645118057,0.0176142269215432
84,L14,2.289594,-0.377417,6.244465,1.288066,0.135117,6.69877,-0.350175,0.152029,77.406587,58.670021,138.676256,0.154813174,0.117340042,0.0247920636916052,0.0175166548485766
85,L14,2.251871,-0.377053,5.991207,1.244522,0.137719,6.770628,-0.368415,0.154393,75.9905,58.957115,138.77625600000002,0.151981,0.11791423,0.0253673425071108,0.0174155528851976
86,L14,2.214184,-0.376684,5.746653,1.20103,0.140432,6.846139,-0.386692,0.156731,74.591411,59.257161,138.876256,0.149182822,0.118514322,0.0259599495567245,0.0173111182814138
87,L14,2.176534,-0.376311,5.510792,1.15759,0.14326,6.925308,-0.405009,0.159042,73.210352,59.569977,138.976256,0.146420704,0.119139954,0.0265698113810138,0.0172035603326234
88,L14,2.138922,-0.375933,5.283614,1.114203,0.14621,7.008145,-0.423365,0.161327,71.848429,59.895375,139.076256,0.1436968579999999,0.11979075,0.0271966986990344,0.0170930752717017
89,L17,2.092711,-0.375463,5.016077,1.060908,0.150013,7.115075,-0.446001,0.164099,70.201259,60.312589,139.199256,0.1404025179999999,0.120625178,0.0279905029368568,0.0169534654237657
90,L14,2.055184,-0.375075,4.808223,1.017637,0.153254,7.20612,-0.464452,0.166322,68.886382,60.665354,139.299256,0.137772764,0.121330708,0.0286535720161065,0.0168371756229427
91,L14,2.017696,-0.374684,4.609019,0.974416,0.156635,7.300859,-0.482946,0.168516,67.594751,61.030076,139.399256,0.135189502,0.122060152,0.0293315132786391,0.0167186014686764
92,L18,1.954057,-0.37401,4.290192,0.901056,0.162721,7.47042,-0.514491,0.17218,65.45649,61.676983,139.569256,0.13091298,0.123353966,0.0305144804708041,0.0165123200569713
93,L19,1.905469,-0.373488,4.0632,0.845054,0.167677,7.607333,-0.538705,0.174925,63.874334,62.193997,139.699256,0.127748668,0.124387994,0.0314404085449891,0.0163510646898196
94,L14,1.868141,-0.373083,3.898492,0.80203,0.171676,7.716942,-0.557385,0.177002,62.691148,62.604556,139.799256,0.125382296,0.125209112,0.0321617425404489,0.0162252239293751
95,L14,1.830853,-0.372674,3.742385,0.759053,0.175844,7.830291,-0.576115,0.17905,61.539403,63.026072,139.899256,0.123078806,0.126052144,0.0328877990906868,0.0160980152589475
96,L14,1.793606,-0.372263,3.594868,0.716121,0.180183,7.947391,-0.594895,0.181067,60.421014,63.458345,139.999256,0.120842028,0.12691669,0.0336151502642099,0.0159696043645015
97,L20,1.746362,-0.371738,3.419891,0.661661,0.185949,8.101531,-0.618818,0.183586,59.051899,64.022523,140.126256,0.118103798,0.128045046,0.0345343749259844,0.0158050430221152
98,L14,1.709209,-0.371323,3.291843,0.618828,0.190694,8.227183,-0.637713,0.185536,58.01679,64.478472,140.226256,0.11603358,0.128956944,0.0352488195822218,0.0156744956323446
99,L14,1.672097,-0.370906,3.172357,0.576035,0.195619,8.356619,-0.65666,0.187455,57.02187,64.944527,140.326256,0.11404374,0.129889054,0.0359492137864685,0.0155432542754432
100,L14,1.635028,-0.370488,3.061427,0.533281,0.200727,8.48985,-0.675659,0.189345,56.069363,65.420491,140.426256,0.112138726,0.130840982,0.0366295606591305,0.0154114598019988
101,L14,1.598,-0.370071,2.959043,0.490563,0.206016,8.626887,-0.694712,0.191205,55.161528,65.906168,140.52625600000002,0.110323056,0.131812336,0.0372833568150243,0.0152792468476751
102,L14,1.561013,-0.369654,2.865199,0.447879,0.211483,8.767739,-0.713817,0.193035,54.30064,66.401365,140.626256,0.10860128,0.13280273,0.0379035731898552,0.0151467476392716
103,L21,1.53404,-0.36935,2.802082,0.416741,0.215584,8.872976,-0.727797,0.194352,53.703138,66.76876,140.699256,0.107406276,0.13353752,0.0383308825366281,0.0150499133548879
104,L22,1.475365,-0.368693,2.680336,0.348972,0.224823,9.109269,-0.758345,0.197167,52.496657,67.585827,140.858256,0.104993314,0.135171654,0.0391716986228592,0.0148389134188484
105,L14,1.438517,-0.368283,2.6148,0.306385,0.230837,9.262865,-0.777627,0.1989,51.807585,68.111268,140.958256,0.10361517,0.136222536,0.0396264226709499,0.0147063069579444
106,L14,1.401709,-0.367877,2.55778,0.26382,0.236992,9.420323,-0.796962,0.200603,51.17477,68.645417,141.058256,0.10234954,0.137290834,0.0400149895612601,0.0145738987930668
107,L23,1.36733,-0.367501,2.512166,0.224039,0.242864,9.571049,-0.815087,0.202171,50.635617,69.152562,141.151756,0.101271234,0.138305124,0.0403123177369648,0.0144503621285399
108,L24,1.304728,-0.36683,2.448132,0.151534,0.253815,9.854645,-0.848257,0.204965,49.787565,70.096063,141.322256,0.09957513,0.140192126,0.0406739219944022,0.0142259945436898
109,L14,1.268065,-0.366445,2.422076,0.109025,0.260353,10.026248,-0.867782,0.206566,49.373578,70.660389,141.422256,0.098747156,0.1413207779999999,0.0407696356348851,0.014095081031309
110,L14,1.231439,-0.366068,2.404521,0.066523,0.26695,10.201761,-0.887357,0.20814,49.022527,71.2326,141.522256,0.0980450539999999,0.1424652,0.0407752953706788,0.0139647654948983
111,L25,1.1856,-0.365609,2.394523,0.013273,0.275265,10.427213,-0.911955,0.210073,48.672495,71.960449,141.647556,0.0973449899999999,0.143920898,0.0406531864592655,0.0138024319633635
112,SQ5,1.171516,-0.361318,2.394459,-0.011629,0.27784,10.496755,-0.882597,0.210663,48.587512,72.183367,141.686306,0.097175024,0.144366734,0.0405832900041303,0.0137534632369718
113,SQ4,1.157756,-0.348872,2.396979,-0.053425,0.280415,10.561126,-0.778349,0.211249,48.523876,72.38905,141.725056,0.097047752,0.1447781,0.0404875270079546,0.0137085856186168
114,SQ3,1.144634,-0.328459,2.403398,-0.112243,0.282985,10.614473,-0.598046,0.211831,48.493276,72.559037,141.76380600000002,0.096986552,0.145118074,0.0403539288956718,0.0136717172863881
115,SQ2,1.132454,-0.30025,2.415043,-0.188387,0.285545,10.650876,-0.341082,0.212411,48.50737,72.674786,141.802556,0.09701474,0.145349572,0.0401710197292553,0.0136467246449963
116,SQ1,1.101577,-0.199428,2.495674,-0.465862,0.293583,10.618457,0.602185,0.214259,48.920006,72.571715,141.926256,0.097840012,0.14514343,0.0392038431301524,0.0136689756336537
117,SQ1,1.083023,-0.100843,2.647272,-0.764223,0.301259,10.355116,1.518803,0.216133,49.907219,71.728553,142.049956,0.0998144379999999,0.143457106,0.0377046400974285,0.0138537420536863
118,SQ2,1.079634,-0.074057,2.709978,-0.854518,0.303562,10.228101,1.757941,0.216732,50.332061,71.318049,142.088706,0.100664122,0.142636098,0.037145734024409,0.0139455112928587
119,SQ3,1.077135,-0.054941,2.779054,-0.928506,0.30581,10.085574,1.919346,0.217339,50.801542,70.854362,142.127456,0.101603084,0.1417087239999999,0.0365603129698091,0.0140506354918421
120,SQ4,1.075229,-0.043448,2.85319,-0.984936,0.308,9.933463,2.005564,0.217955,51.303413,70.355866,142.16620600000002,0.102606826,0.140711732,0.0359621427244592,0.014165425692933
121,SQ5,1.073621,-0.039544,2.930968,-1.022338,0.310133,9.77748,2.019641,0.218581,51.825175,69.840699,142.204956,0.10365035,0.139681398,0.0353638627238509,0.0142860325973563
122,L26,1.072997,-0.039497,2.963432,-1.033489,0.310986,9.71383,2.011122,0.218839,52.041145,69.629305,142.22074700000002,0.10408229,0.13925861,0.0351222130286775,0.0143361176796382
123,L26,1.072374,-0.039449,2.996247,-1.044642,0.311829,9.65045,2.002606,0.219099,52.258282,69.418114,142.236538,0.104516564,0.138836228,0.0348824926649905,0.0143865030128128
124,BF6,1.071193,-0.039263,3.059561,-1.065835,0.313406,9.530779,1.986436,0.219596,52.673967,69.017457,142.266538,0.105347934,0.1380349139999999,0.0344323692189827,0.0144830673337405
125,BF5,1.067309,-0.038418,3.279794,-1.136508,0.318431,9.138883,1.932543,0.221302,54.08816,67.687476,142.366538,0.10817632,0.135374952,0.032982656837594,0.0148130742017377
126,BF5,1.063509,-0.037584,3.51417,-1.207271,0.32312,8.757753,1.878782,0.223081,55.543102,66.366388,142.466538,0.111086204,0.132732776,0.0316109362950568,0.0151560310047565
127,BF4,1.05781,-0.033659,3.91664,-1.307763,0.329986,8.174287,1.768515,0.226091,57.935833,64.286959,142.626538,0.115871666,0.1285739179999999,0.0295844565750234,0.0157290682355537
128,BF3,1.056483,-0.032678,4.022252,-1.332499,0.33159,8.033887,1.741539,0.226877,58.54379,63.775601,142.666538,0.11708758,0.127551202,0.0291099563130306,0.015876648750474
129,BF2,1.053384,-0.0293,4.292147,-1.3657,0.33542,7.69632,1.634948,0.228901,60.063419,62.527537,142.766538,0.120126838,0.125055074,0.0279875870980187,0.0162486843062658
130,BF2,1.050623,-0.025905,4.568226,-1.394313,0.339014,7.37959,1.533119,0.231013,61.571055,61.331374,142.866538,0.12314211,0.122662748,0.0269562210801304,0.0166218920021301
131,BF1,1.049164,-0.022734,4.736421,-1.408648,0.341067,7.199077,1.475688,0.232323,62.468371,60.638143,142.926538,0.124936742,0.121276286,0.0263778794157022,0.0168460881860271
132,BF0,1.047155,-0.017439,5.020232,-1.428646,0.34433,6.913252,1.383221,0.23458,63.94948,59.522457,143.02653800000002,0.12789896,0.119044914,0.0254767030687028,0.0172198140614576
133,BF0,1.045677,-0.012135,5.307551,-1.443717,0.347413,6.645532,1.294597,0.236928,65.40982,58.456326,143.126538,0.13081964,0.1169126519999999,0.0246478347546731,0.0175926700826961
134,BF0,1.044729,-0.006827,5.597387,-1.453804,0.350333,6.395173,1.209572,0.23937,66.846446,57.439723,143.226538,0.133692892,0.114879446,0.0238848755678319,0.0179634618172174
135,BF0,1.044311,-0.001519,5.888738,-1.458871,0.353105,6.161479,1.127913,0.241906,68.256634,56.472672,143.326538,0.136513268,0.112945344,0.0231820923260637,0.0183308819197468
136,BF0,1.044425,0.003784,6.180599,-1.458896,0.355743,5.943799,1.049394,0.244536,69.637849,55.555251,143.426538,0.139275698,0.111110502,0.022534336558641,0.0186935160492472
137,BF0,1.045068,0.00908,6.47196,-1.453876,0.358259,5.741527,0.973797,0.247261,70.987734,54.687588,143.52653800000002,0.141975468,0.109375176,0.0219370125896946,0.01904984092211
138,BF0,1.04624,0.014362,6.761814,-1.443827,0.360665,5.554099,0.900914,0.25008,72.304086,53.869853,143.626538,0.144608172,0.107739706,0.0213860026318381,0.019398232908704
139,BF0,1.04794,0.019628,7.049158,-1.428781,0.36297,5.380993,0.830544,0.252991,73.584843,53.102257,143.726538,0.147169686,0.106204514,0.020877626235644,0.0197369730828492
140,BF0,1.050165,0.024872,7.332996,-1.408787,0.365183,5.221727,0.76249,0.255994,74.828075,52.385046,143.826538,0.14965615,0.104770092,0.02040859561358,0.0200642607321294
141,BF0,1.052913,0.030091,7.612347,-1.383913,0.367313,5.075855,0.696565,0.259086,76.031966,51.718495,143.926538,0.1520639319999999,0.1034369899999999,0.0199759590570424,0.02037823972513
142,BF0,1.056182,0.035279,7.886242,-1.354242,0.369367,4.942971,0.632586,0.262264,77.194816,51.102902,144.02653800000002,0.154389632,0.102205804,0.0195770852580988,0.0206769985096008
143,BF0,1.059968,0.040434,8.153731,-1.319876,0.371352,4.822703,0.570374,0.265525,78.315024,50.538581,144.126538,0.156630048,0.101077162,0.0192096167999655,0.0209586122139389
144,BF0,1.064268,0.04555,8.413887,-1.280931,0.373273,4.714715,0.509757,0.268863,79.391086,50.025854,144.226538,0.158782172,0.100051708,0.0188714409879761,0.0212211571643248
145,BF0,1.069077,0.050624,8.665807,-1.237542,0.375136,4.618705,0.450566,0.272274,80.421592,49.565046,144.326538,0.160843184,0.099130092,0.0185606699987664,0.0214627459428562
146,BF0,1.074391,0.05565,8.908617,-1.189856,0.376948,4.534405,0.392637,0.275753,81.405217,49.156472,144.426538,0.1628104339999999,0.098312944,0.0182756127017246,0.0216815533680824
147,BF0,1.080205,0.060626,9.141474,-1.138039,0.378711,4.461577,0.335808,0.279292,82.34072,48.800436,144.52653800000002,0.16468144,0.0976008719999999,0.0180147577950776,0.0218758685549974
148,BF0,1.086514,0.065546,9.363569,-1.082268,0.380431,4.400019,0.279921,0.282885,83.226941,48.497218,144.626538,0.166453882,0.0969944359999999,0.017776756063847,0.0220440948095905
149,BF0,1.093312,0.070408,9.57413,-1.022737,0.382112,4.349556,0.224821,0.286524,84.062797,48.247071,144.726538,0.168125594,0.096494142,0.017560404339611,0.022184825761526
